post_id,comment_id,text,author_name,created_time,likes_count
DJPUHRWi5QY,,ولا غلطة هذه القصيدة من كلمات ولحن وشعور وصوت ❤️‍🩹تاخذك لعالم ثاني تحس نفس كاعد بضريح الرضا 😔❤️‍🩹🥹🌧️السلام عليك يا انيس النفوس 💕❤️‍🩹,,,0
DJPUHRWi5QY,,😭😭😭😭😭🤲🤲🇹🇷,,,0
DJPUHRWi5QY,,❤️‍🩹,,,0
DJPUHRWi5QY,,ابداع ❤️,,,0
DJPUHRWi5QY,,تؤنس القلوب الوالهة إلى أنيس النفوس💙💙أحسنتم,,,0
DJPUHRWi5QY,,طاب لحب بانيس النفوس السلام على غريب طوس❤️متباركين بولادة لامام الرضا عليه السلام,,,0
DJPUHRWi5QY,,طيب الله انفاسك,,,0
DJPUHRWi5QY,,❤️,,,0
DJPUHRWi5QY,,يا إمامي يا علي بن موسى الرضا ع💫,,,0
DJPUHRWi5QY,,يا مولاي يا علي بن موسى الرضا بحق جوادك هبني الجواب 💔,,,0
DP1hCdLjTSv,,رحمه الله به عشاق ابي عبدالله,,,0
DP9ozRLDVUd,,❤️,,,0
C4AgoGYC8-e,,سلام الله عليك يا مولاي المهدي المنتظر اللهم عجل لوليك الفرج يا مولاي يا ابن الحسن,,,0
C4AgoGYC8-e,,سلام الله عليك يا مولاي يا علي ابن موسى الرضا,,,0
C7CK8rFCtBO,,السلام عليكم,,,0
C7CK8rFCtBO,,❤️❤️❤️❤️❤️,,,0
C7CK8rFCtBO,,يا أنيس النفوس,,,0
C7CK8rFCtBO,,❤️❤️❤️,,,0
C7CK8rFCtBO,,🙏🏻🙏🏻,,,0
C7CK8rFCtBO,,يا أمام رضا,,,0
C7CK8rFCtBO,,💜💜💜,,,0
C7CK8rFCtBO,,يا ضامن الغزال اضمني عند ربك 🌿,,,0
C7CK8rFCtBO,,😭😭😭,,,0
C7CK8rFCtBO,,❤️❤️❤️,,,0
DPhMhioDVzg,,اللهم عجل لوليك الفرج,,,0
DPhMhioDVzg,,#اللهم_عجل_لولیک_الفرج,,,0
DQE72MrDBuX,,❤️,,,0
DQE72MrDBuX,,انشالله انشوف وجوه الطيبة 😍❤️❤️❤️,,,0
